student_id,module_id,past_module_id,grades_past,failed_module_id,grades_failed
S0764,P017_06,P021_02,87,,
S0765,P018_01,P003_03,92,,
S0766,P018_02,P044_05,90,,
S0767,P018_03,P040_06,80,,
S0768,P018_04,P041_08,100,,
S0769,P018_05,P029_06,87,,
S0770,P018_06,P010_08,81,,
S0771,P018_07,P025_04,47,,
S0772,P018_08,P016_02,94,,
S0773,P019_01,P032_05,54,,
S0774,P019_02,P013_02,63,,
S0775,P019_03,P038_03,43,,
S0776,P019_04,P031_06,47,,
S0777,P019_05,P008_01,95,,
S0778,P020_01,P011_06,95,,
S0779,P020_02,P008_01,46,,
S0780,P020_03,P044_06,98,,
S0781,P020_04,P009_03,79,,
S0782,P020_05,P009_07,77,,
S0783,P021_01,P018_02,51,,
S0784,P021_02,P014_04,76,,
S0785,P021_03,P004_03,42,P040_03,12
S0786,P021_04,P045_05,57,,
S0787,P021_05,P045_02,86,,
S0788,P021_06,P048_03,94,,
S0789,P022_01,P009_01,74,,
S0790,P022_02,P009_03,58,,
S0791,P022_03,P039_01,93,,
S0792,P022_04,P036_02,62,,
S0793,P022_05,P009_04,88,,
S0794,P022_06,P043_08,67,,
S0795,P022_07,P027_06,49,,
S0796,P022_08,P025_05,72,,
S0797,P023_01,P040_02,54,,
S0798,P023_02,P046_05,42,P004_03,10
S0799,P023_03,P038_02,48,,
S0800,P023_04,P031_04,54,,
S0801,P023_05,P049_05,79,,
S0802,P023_06,P029_01,49,,
S0803,P024_01,P012_01,99,,
S0804,P024_02,P032_03,64,,
S0805,P024_03,P003_01,59,,
S0806,P024_04,P025_04,49,,
S0807,P024_05,P001_01,65,,
S0808,P024_06,P012_06,89,,
S0809,P024_07,P022_07,85,,
S0810,P025_01,P025_01,42,P008_02,32
S0811,P025_02,P044_01,91,,
S0812,P025_03,P045_05,95,,
S0813,P025_04,P039_03,71,,
S0814,P025_05,P043_07,82,,
S0815,P025_06,P010_08,91,,
S0816,P025_07,P046_06,61,,
S0817,P026_01,P045_04,54,,
S0818,P026_02,P038_01,92,,
S0819,P026_03,P048_06,47,,
S0820,P026_04,P039_03,54,,
S0821,P026_05,P022_07,88,,
S0822,P027_01,P017_05,82,,
S0823,P027_02,P025_07,94,,
S0824,P027_03,P002_03,59,,
S0825,P027_04,P022_04,85,,
S0826,P027_05,P017_03,87,,
S0827,P027_06,P040_04,50,,
S0828,P027_07,P027_07,55,,
S0829,P027_08,P027_02,82,,
S0830,P028_01,P034_05,58,,
S0831,P028_02,P024_05,72,,
S0832,P028_03,P028_03,67,,
S0833,P028_04,P027_04,65,,
S0834,P028_05,P044_02,41,P038_01,26
S0835,P028_06,P041_01,75,,
S0836,P028_07,P034_02,55,,
S0837,P029_01,P038_07,97,,
S0838,P029_02,P044_08,91,,
S0839,P029_03,P004_04,89,,
S0840,P029_04,P036_05,59,,
S0841,P029_05,P024_07,94,,
S0842,P029_06,P048_05,51,,
S0843,P029_07,P035_05,65,,
S0844,P029_08,P024_06,60,,
S0845,P030_01,P021_02,88,,
S0846,P030_02,P023_04,59,,
S0847,P030_03,P036_05,91,,
S0848,P030_04,P012_03,48,,
S0849,P030_05,P004_07,63,,
S0850,P031_01,P001_02,47,,
S0851,P031_02,P006_04,55,,
S0852,P031_03,P020_04,73,,
S0853,P031_04,P013_07,68,,
S0854,P031_05,P033_08,64,,
S0855,P031_06,P030_03,55,,
S0856,P032_01,P014_02,46,,
S0857,P032_02,P016_06,88,,
S0858,P032_03,P010_06,68,,
S0859,P032_04,P041_03,80,,
S0860,P032_05,P010_02,43,,
S0861,P032_06,P023_02,41,P046_04,21
S0862,P032_07,P024_01,65,,
S0863,P033_01,P039_06,95,,
S0864,P033_02,P041_03,44,,
S0865,P033_03,P036_01,93,,
S0866,P033_04,P027_06,89,,
S0867,P033_05,P039_04,92,,
S0868,P033_06,P033_05,83,,
S0869,P033_07,P010_02,93,,
S0870,P033_08,P009_02,53,,
S0871,P034_01,P048_02,79,,
S0872,P034_02,P030_04,62,,
S0873,P034_03,P001_04,49,,
S0874,P034_04,P029_06,63,,
S0875,P034_05,P024_02,76,,
S0876,P034_06,P031_04,50,,
S0877,P035_01,P045_05,80,,
S0878,P035_02,P041_03,53,,
S0879,P035_03,P018_05,43,,
S0880,P035_04,P029_06,65,,
S0881,P035_05,P044_03,75,,
S0882,P035_06,P047_06,100,,
S0883,P036_01,P036_01,79,,
S0884,P036_02,P032_01,80,,
S0885,P036_03,P047_07,82,,
S0886,P036_04,P045_04,91,,
S0887,P036_05,P010_03,70,,
S0888,P036_06,P041_03,67,,
S0889,P036_07,P043_07,92,,
S0890,P036_08,P011_01,96,,
S0891,P037_01,P018_04,78,,
S0892,P037_02,P031_01,70,,
S0893,P037_03,P006_08,79,,
S0894,P037_04,P047_05,65,,
S0895,P037_05,P027_07,65,,
S0896,P038_01,P032_02,50,,
S0897,P038_02,P007_03,62,,
S0898,P038_03,P045_05,70,,
S0899,P038_04,P036_08,76,,
S0900,P038_05,P047_02,85,,
S0901,P038_06,P041_08,42,P043_01,31
S0902,P038_07,P040_03,74,,
S0903,P038_08,P026_03,58,,
S0904,P039_01,P013_01,43,,
S0905,P039_02,P021_06,78,,
S0906,P039_03,P046_07,76,,
S0907,P039_04,P002_01,55,,
S0908,P039_05,P044_03,70,,
S0909,P039_06,P021_03,60,,
S0910,P040_01,P004_05,60,,
S0911,P040_02,P009_02,92,,
S0912,P040_03,P007_05,48,,
S0913,P040_04,P029_07,58,,
S0914,P040_05,P031_06,57,,
S0915,P040_06,P035_06,53,,
S0916,P041_01,P025_05,44,,
S0917,P041_02,P043_01,100,,
S0918,P041_03,P036_07,82,,
S0919,P041_04,P017_04,67,,
S0920,P041_05,P012_04,68,,
S0921,P041_06,P024_01,84,,
S0922,P041_07,P004_06,98,,
S0923,P041_08,P006_04,81,,
S0924,P042_01,P001_05,62,,
S0925,P042_02,P030_03,81,,
S0926,P042_03,P007_05,79,,
S0927,P042_04,P014_01,63,,
S0928,P042_05,P004_02,49,,
S0929,P042_06,P022_07,97,,
S0930,P043_01,P029_08,51,,
S0931,P043_02,P044_03,68,,
S0932,P043_03,P022_01,43,,
S0933,P043_04,P013_03,44,,
S0934,P043_05,P003_01,53,,
S0935,P043_06,P001_02,70,,
S0936,P043_07,P010_01,48,,
S0937,P043_08,P022_04,47,,
S0938,P044_01,P047_07,40,P047_08,19
S0939,P044_02,P033_01,86,,
S0940,P044_03,P006_05,59,,
S0941,P044_04,P034_03,50,,
S0942,P044_05,P044_03,41,P049_02,23
S0943,P044_06,P002_05,62,,
S0944,P044_07,P031_05,98,,
S0945,P044_08,P024_04,84,,
S0946,P045_01,P005_07,57,,
S0947,P045_02,P043_02,86,,
S0948,P045_03,P027_03,78,,
S0949,P045_04,P012_02,87,,
S0950,P045_05,P035_05,87,,
S0951,P046_01,P014_02,53,,
S0952,P046_02,P022_06,86,,
S0953,P046_03,P026_04,94,,
S0954,P046_04,P017_06,62,,
S0955,P046_05,P034_03,61,,
S0956,P046_06,P018_06,43,,
S0957,P046_07,P029_06,92,,
S0958,P047_01,P011_01,42,P047_06,13
S0959,P047_02,P044_07,71,,
S0960,P047_03,P008_04,54,,
S0961,P047_04,P022_02,68,,
S0962,P047_05,P040_05,45,,
S0963,P047_06,P039_01,70,,
S0964,P047_07,P034_02,48,,
S0965,P047_08,P012_06,58,,
S0966,P048_01,P014_06,99,,
S0967,P048_02,P032_05,96,,
S0968,P048_03,P027_08,54,,
S0969,P048_04,P027_01,64,,
S0970,P048_05,P030_02,65,,
S0971,P048_06,P029_01,91,,
S0972,P048_07,P040_06,50,,
S0973,P049_01,P043_06,78,,
S0974,P049_02,P023_05,45,,
S0975,P049_03,P001_03,56,,
S0976,P049_04,P009_06,58,,
S0977,P049_05,P035_06,54,,
S0978,P050_01,P043_05,53,,
S0979,P050_02,P030_05,55,,
S0980,P050_03,P023_01,56,,
S0981,P050_04,P022_07,88,,
S0982,P050_05,P049_07,40,P044_05,27
S0983,P050_06,P048_05,55,,
S0984,P050_07,P029_03,80,,
S0985,P001_01,P022_07,92,,
S0986,P001_02,P027_01,57,,
S0987,P001_03,P003_02,65,,
S0988,P001_04,P026_03,68,,
S0989,P001_05,P027_07,82,,
S0990,P002_01,P029_02,70,,
S0991,P002_02,P023_01,63,,
S0992,P002_03,P039_02,64,,
S0993,P002_04,P024_05,55,,
S0994,P002_05,P016_04,79,,
S0995,P003_01,P028_01,50,,
S0996,P003_02,P010_06,87,,
S0997,P003_03,P020_05,45,,
S0998,P003_04,P021_04,81,,
S0999,P003_05,P036_02,92,,
S1000,P004_01,P022_03,89,,
S1001,P004_02,P008_01,81,,
S1002,P004_03,P012_03,100,,
S1003,P004_04,P033_01,89,,
S1004,P004_05,P030_03,68,,
S1005,P004_06,P047_02,50,,
S1006,P004_07,P048_01,63,,
S1007,P005_01,P049_03,81,,
S1008,P005_02,P018_08,50,,
S1009,P005_03,P049_02,54,,
S1010,P005_04,P035_06,42,P046_02,32
S1011,P005_05,P013_07,44,,
S1012,P005_06,P022_04,45,,
S1013,P005_07,P001_04,76,,
S1014,P006_01,P047_02,58,,
S1015,P006_02,P047_06,53,,
S1016,P006_03,P005_07,67,,
S1017,P006_04,P011_05,93,,
S1018,P006_05,P033_02,78,,
S1019,P006_06,P001_01,84,,
S1020,P006_07,P004_02,43,P037_04,29
S1021,P006_08,P047_04,88,,
S1022,P007_01,P049_08,55,,
S1023,P007_02,P023_06,86,,
S1024,P007_03,P040_02,83,,
S1025,P007_04,P014_06,87,,
S1026,P007_05,P018_08,99,,
S1027,P008_01,P042_05,84,,
S1028,P008_02,P013_07,41,P047_06,32
S1029,P008_03,P011_04,84,,
S1030,P008_04,P016_02,75,,
S1031,P008_05,P042_04,56,,
S1032,P008_06,P014_04,65,,
S1033,P009_01,P048_03,87,,
S1034,P009_02,P010_02,60,,
S1035,P009_03,P043_06,69,,
S1036,P009_04,P022_05,93,,
S1037,P009_05,P022_02,68,,
S1038,P009_06,P009_01,95,,
S1039,P009_07,P006_05,83,,
S1040,P010_01,P018_07,61,,
S1041,P010_02,P038_07,42,P044_03,30
S1042,P010_03,P043_01,76,,
S1043,P010_04,P001_04,58,,
S1044,P010_05,P037_02,47,,
S1045,P010_06,P012_01,42,P039_01,22
S1046,P010_07,P013_05,70,,
S1047,P010_08,P021_04,69,,
S1048,P011_01,P027_07,63,,
S1049,P011_02,P018_01,52,,
S1050,P011_03,P002_04,48,,
S1051,P011_04,P010_02,97,,
S1052,P011_05,P022_01,81,,
S1053,P011_06,P026_04,40,P046_06,22
S1054,P011_07,P015_04,49,,
S1055,P012_01,P042_04,51,,
S1056,P012_02,P001_02,93,,
S1057,P012_03,P033_06,48,,
S1058,P012_04,P034_01,77,,
S1059,P012_05,P046_07,43,,
S1060,P012_06,P041_02,68,,
S1061,P012_07,P019_01,64,,
S1062,P013_01,P012_05,66,,
S1063,P013_02,P022_01,41,P041_08,23
S1064,P013_03,P021_04,45,,
S1065,P013_04,P036_04,63,,
S1066,P013_05,P045_02,85,,
S1067,P013_06,P033_01,87,,
S1068,P013_07,P014_02,44,,
S1069,P014_01,P022_01,99,,
S1070,P014_02,P030_03,98,,
S1071,P014_03,P025_01,59,,
S1072,P014_04,P034_01,93,,
S1073,P014_05,P041_04,81,,
S1074,P014_06,P045_02,55,,
S1075,P015_01,P017_03,78,,
S1076,P015_02,P025_01,74,,
S1077,P015_03,P022_07,82,,
S1078,P015_04,P024_05,47,,
S1079,P015_05,P003_05,51,,
S1080,P015_06,P023_06,64,,
S1081,P016_01,P048_04,45,,
S1082,P016_02,P043_01,81,,
S1083,P016_03,P013_02,88,,
S1084,P016_04,P003_05,41,P003_01,31
S1085,P016_05,P046_06,41,P004_06,14
S1086,P016_06,P001_03,61,,
S1087,P017_01,P013_05,97,,
S1088,P017_02,P013_07,85,,
S1089,P017_03,P006_02,74,,
S1090,P017_04,P038_07,85,,
S1091,P017_05,P004_02,72,,
S1092,P017_06,P015_01,58,,
S1093,P018_01,P034_05,76,,
S1094,P018_02,P022_08,92,,
S1095,P018_03,P019_05,43,,
S1096,P018_04,P042_05,74,,
S1097,P018_05,P033_07,42,P002_03,19
S1098,P018_06,P044_08,81,,
S1099,P018_07,P033_01,60,,
S1100,P018_08,P045_04,88,,
S1101,P019_01,P025_02,57,,
S1102,P019_02,P047_06,86,,
S1103,P019_03,P005_07,54,,
S1104,P019_04,P040_01,41,P007_03,31
S1105,P019_05,P008_03,91,,
S1106,P020_01,P039_03,88,,
S1107,P020_02,P005_04,83,,
S1108,P020_03,P016_06,55,,
S1109,P020_04,P013_01,54,,
S1110,P020_05,P028_02,100,,
S1111,P021_01,P038_05,58,,
S1112,P021_02,P041_07,92,,
S1113,P021_03,P011_06,64,,
S1114,P021_04,P027_03,98,,
S1115,P021_05,P003_01,43,P042_06,12
S1116,P021_06,P039_04,64,,
S1117,P022_01,P034_03,77,,
S1118,P022_02,P036_05,93,,
S1119,P022_03,P046_02,59,,
S1120,P022_04,P027_06,48,,
S1121,P022_05,P036_05,53,,
S1122,P022_06,P006_07,98,,
S1123,P022_07,P015_04,88,,
S1124,P022_08,P013_07,84,,
S1125,P023_01,P003_05,85,,
S1126,P023_02,P024_06,87,,
S1127,P023_03,P010_08,73,,
S1128,P023_04,P036_07,83,,
S1129,P023_05,P009_05,82,,
S1130,P023_06,P025_05,69,,
S1131,P024_01,P047_03,95,,
S1132,P024_02,P027_04,67,,
S1133,P024_03,P007_05,74,,
S1134,P024_04,P039_01,97,,
S1135,P024_05,P026_05,45,,
S1136,P024_06,P007_05,89,,
S1137,P024_07,P005_01,95,,
S1138,P025_01,P031_06,99,,
S1139,P025_02,P027_01,90,,
S1140,P025_03,P038_08,50,,
S1141,P025_04,P046_01,42,P049_02,16
S1142,P025_05,P027_05,82,,
S1143,P025_06,P039_03,79,,
S1144,P025_07,P014_04,72,,
S1145,P026_01,P007_05,53,,
S1146,P026_02,P022_01,86,,
S1147,P026_03,P025_03,49,,
S1148,P026_04,P002_03,81,,
S1149,P026_05,P006_01,96,,
S1150,P027_01,P005_01,45,,
S1151,P027_02,P041_01,78,,
S1152,P027_03,P017_05,47,,
S1153,P027_04,P031_01,90,,
S1154,P027_05,P003_02,68,,
S1155,P027_06,P020_02,91,,
S1156,P027_07,P024_05,51,,
S1157,P027_08,P005_01,50,,
S1158,P028_01,P041_02,78,,
S1159,P028_02,P026_01,82,,
S1160,P028_03,P023_06,45,,
S1161,P028_04,P027_06,71,,
S1162,P028_05,P012_06,85,,
S1163,P028_06,P042_04,87,,
S1164,P028_07,P036_02,79,,
S1165,P029_01,P036_05,60,,
S1166,P029_02,P017_02,58,,
S1167,P029_03,P044_06,96,,
S1168,P029_04,P040_06,42,P001_01,17
S1169,P029_05,P048_05,93,,
S1170,P029_06,P014_05,46,,
S1171,P029_07,P027_01,49,,
S1172,P029_08,P031_03,52,,
S1173,P030_01,P013_07,82,,
S1174,P030_02,P032_01,41,P047_07,13
S1175,P030_03,P047_04,93,,
S1176,P030_04,P032_06,99,,
S1177,P030_05,P006_04,59,,
S1178,P031_01,P021_05,50,,
S1179,P031_02,P044_03,70,,
S1180,P031_03,P006_07,54,,
S1181,P031_04,P017_01,86,,
S1182,P031_05,P002_04,75,,
S1183,P031_06,P028_07,61,,
S1184,P032_01,P005_07,89,,
S1185,P032_02,P046_05,46,,
S1186,P032_03,P044_03,44,,
S1187,P032_04,P031_06,69,,
S1188,P032_05,P017_02,86,,
S1189,P032_06,P025_03,70,,
S1190,P032_07,P038_08,84,,
S1191,P033_01,P049_04,98,,
S1192,P033_02,P041_06,80,,
S1193,P033_03,P046_06,49,,
S1194,P033_04,P035_04,88,,
S1195,P033_05,P015_02,81,,
S1196,P033_06,P016_03,57,,
S1197,P033_07,P023_03,85,,
S1198,P033_08,P036_01,52,,
S1199,P034_01,P011_06,53,,
S1200,P034_02,P023_06,75,,
S1201,P034_03,P002_02,98,,
S1202,P034_04,P038_06,68,,
S1203,P034_05,P036_03,85,,
S1204,P034_06,P038_03,62,,
S1205,P035_01,P049_02,100,,
S1206,P035_02,P018_06,100,,
S1207,P035_03,P049_02,52,,
S1208,P035_04,P010_04,74,,
S1209,P035_05,P001_05,75,,
S1210,P035_06,P041_07,68,,
S1211,P036_01,P044_08,95,,
S1212,P036_02,P049_05,95,,
S1213,P036_03,P048_02,61,,
S1214,P036_04,P031_05,57,,
S1215,P036_05,P046_01,47,,
S1216,P036_06,P033_02,61,,
S1217,P036_07,P013_04,81,,
S1218,P036_08,P038_05,59,,
S1219,P037_01,P029_05,59,,
S1220,P037_02,P044_04,47,,
S1221,P037_03,P006_06,78,,
S1222,P037_04,P012_06,75,,
S1223,P037_05,P022_06,90,,
S1224,P038_01,P046_04,59,,
S1225,P038_02,P012_07,62,,
S1226,P038_03,P029_06,83,,
S1227,P038_04,P012_03,54,,
S1228,P038_05,P008_02,50,,
S1229,P038_06,P031_03,83,,
S1230,P038_07,P013_03,88,,
S1231,P038_08,P011_07,45,,
S1232,P039_01,P044_07,72,,
S1233,P039_02,P018_05,60,,
S1234,P039_03,P043_05,50,,
S1235,P039_04,P014_01,55,,
S1236,P039_05,P028_02,81,,
S1237,P039_06,P022_07,74,,
S1238,P040_01,P047_04,72,,
S1239,P040_02,P021_01,87,,
S1240,P040_03,P024_04,100,,
S1241,P040_04,P018_04,53,,
S1242,P040_05,P005_04,71,,
S1243,P040_06,P014_03,65,,
S1244,P041_01,P006_03,100,,
S1245,P041_02,P017_05,41,P037_01,37
S1246,P041_03,P048_06,69,,
S1247,P041_04,P007_01,77,,
S1248,P041_05,P004_04,78,,
S1249,P041_06,P016_02,46,,
S1250,P041_07,P030_05,82,,
S1251,P041_08,P022_07,91,,
S1252,P042_01,P003_03,62,,
S1253,P042_02,P025_05,97,,
S1254,P042_03,P035_04,97,,
S1255,P042_04,P029_02,55,,
S1256,P042_05,P015_02,40,P042_06,23
S1257,P042_06,P044_08,56,,
S1258,P043_01,P018_04,94,,
S1259,P043_02,P047_05,75,,
S1260,P043_03,P007_01,76,,
S1261,P043_04,P027_06,57,,
S1262,P043_05,P009_07,55,,
S1263,P043_06,P035_05,84,,
S1264,P043_07,P042_03,55,,
S1265,P043_08,P005_07,67,,
S1266,P044_01,P013_06,50,,
S1267,P044_02,P014_04,43,,
S1268,P044_03,P030_05,76,,
S1269,P044_04,P036_05,79,,
S1270,P044_05,P019_05,60,,
S1271,P044_06,P049_07,44,,
S1272,P044_07,P010_02,79,,
S1273,P044_08,P043_01,66,,
S1274,P045_01,P022_02,94,,
S1275,P045_02,P036_02,50,,
S1276,P045_03,P041_03,50,,
S1277,P045_04,P018_02,95,,
S1278,P045_05,P027_06,100,,
S1279,P046_01,P041_05,71,,
S1280,P046_02,P039_01,95,,
S1281,P046_03,P049_07,50,,
S1282,P046_04,P044_08,94,,
S1283,P046_05,P043_02,45,,
S1284,P046_06,P021_02,64,,
S1285,P046_07,P007_02,100,,
S1286,P047_01,P033_04,42,P008_03,28
S1287,P047_02,P036_06,62,,
S1288,P047_03,P024_07,64,,
S1289,P047_04,P044_02,69,,
S1290,P047_05,P024_01,90,,
S1291,P047_06,P023_04,45,,
S1292,P047_07,P012_07,80,,
S1293,P047_08,P031_06,76,,
S1294,P048_01,P039_06,91,,
S1295,P048_02,P018_03,91,,
S1296,P048_03,P016_04,100,,
S1297,P048_04,P009_07,50,,
S1298,P048_05,P041_03,75,,
S1299,P048_06,P019_03,69,,
S1300,P048_07,P020_04,100,,
S1301,P049_01,P006_01,100,,
S1302,P049_02,P016_06,50,,
S1303,P049_03,P020_04,62,,
S1304,P049_04,P041_06,78,,
S1305,P049_05,P025_06,68,,
S1306,P050_01,P017_04,57,,
S1307,P050_02,P029_08,62,,
S1308,P050_03,P001_04,61,,
S1309,P050_04,P016_06,91,,
S1310,P050_05,P011_05,45,,
S1311,P050_06,P038_05,64,,
S1312,P050_07,P041_02,90,,
S1313,P001_01,P014_02,97,,
S1314,P001_02,P018_04,87,,
S1315,P001_03,P032_04,98,,
S1316,P001_04,P010_02,71,,
S1317,P001_05,P049_07,40,P038_03,12
S1318,P002_01,P046_01,86,,
S1319,P002_02,P008_01,49,,
S1320,P002_03,P016_06,57,,
S1321,P002_04,P044_03,99,,
S1322,P002_05,P026_01,45,,
S1323,P003_01,P013_01,99,,
S1324,P003_02,P045_01,74,,
S1325,P003_03,P016_02,91,,
S1326,P003_04,P038_06,98,,
S1327,P003_05,P003_05,84,,
S1328,P004_01,P018_05,69,,
S1329,P004_02,P011_04,88,,
S1330,P004_03,P037_05,70,,
S1331,P004_04,P024_01,69,,
S1332,P004_05,P032_01,47,,
S1333,P004_06,P014_05,72,,
S1334,P004_07,P007_01,76,,
S1335,P005_01,P032_02,96,,
S1336,P005_02,P044_03,67,,
S1337,P005_03,P035_06,86,,
S1338,P005_04,P034_04,58,,
S1339,P005_05,P029_04,98,,
S1340,P005_06,P040_01,78,,
S1341,P005_07,P027_01,55,,
S1342,P006_01,P049_01,86,,
S1343,P006_02,P002_05,85,,
S1344,P006_03,P002_04,73,,
S1345,P006_04,P002_02,100,,
S1346,P006_05,P039_06,65,,
S1347,P006_06,P030_04,81,,
S1348,P006_07,P029_08,42,P006_08,28
S1349,P006_08,P026_04,75,,
S1350,P007_01,P046_04,96,,
S1351,P007_02,P005_02,83,,
S1352,P007_03,P024_04,91,,
S1353,P007_04,P004_05,43,P037_04,37
S1354,P007_05,P023_04,78,,
S1355,P008_01,P026_02,89,,
S1356,P008_02,P031_01,46,,
S1357,P008_03,P021_02,68,,
S1358,P008_04,P041_02,73,,
S1359,P008_05,P032_05,95,,
S1360,P008_06,P044_05,49,,
S1361,P009_01,P023_02,91,,
S1362,P009_02,P028_02,53,,
S1363,P009_03,P036_04,86,,
S1364,P009_04,P049_04,85,,
S1365,P009_05,P001_02,61,,
S1366,P009_06,P024_06,97,,
S1367,P009_07,P008_05,84,,
S1368,P010_01,P027_04,100,,
S1369,P010_02,P038_04,90,,
S1370,P010_03,P008_03,82,,
S1371,P010_04,P039_06,51,,
S1372,P010_05,P011_01,92,,
S1373,P010_06,P004_07,46,,
S1374,P010_07,P027_04,64,,
S1375,P010_08,P042_01,82,,
S1376,P011_01,P028_06,100,,
S1377,P011_02,P028_04,87,,
S1378,P011_03,P004_01,49,,
S1379,P011_04,P005_02,79,,
S1380,P011_05,P049_05,91,,
S1381,P011_06,P039_04,62,,
S1382,P011_07,P037_04,44,,
S1383,P012_01,P027_04,56,,
S1384,P012_02,P034_06,81,,
S1385,P012_03,P031_01,65,,
S1386,P012_04,P004_07,77,,
S1387,P012_05,P030_01,87,,
S1388,P012_06,P011_01,90,,
S1389,P012_07,P024_04,70,,
S1390,P013_01,P047_02,50,,
S1391,P013_02,P028_02,83,,
S1392,P013_03,P005_05,87,,
S1393,P013_04,P038_01,57,,
S1394,P013_05,P011_02,90,,
S1395,P013_06,P045_03,99,,
S1396,P013_07,P005_04,81,,
S1397,P014_01,P036_03,47,,
S1398,P014_02,P033_04,78,,
S1399,P014_03,P012_04,80,,
S1400,P014_04,P030_02,69,,
S1401,P014_05,P044_08,48,,
S1402,P014_06,P047_06,56,,
S1403,P015_01,P038_02,56,,
S1404,P015_02,P008_04,91,,
S1405,P015_03,P018_04,52,,
S1406,P015_04,P013_01,57,,
S1407,P015_05,P031_03,54,,
S1408,P015_06,P042_01,69,,
S1409,P016_01,P015_03,89,,
S1410,P016_02,P010_07,74,,
S1411,P016_03,P041_08,51,,
S1412,P016_04,P028_02,94,,
S1413,P016_05,P047_07,97,,
S1414,P016_06,P013_02,77,,
S1415,P017_01,P011_02,43,,
S1416,P017_02,P020_04,79,,
S1417,P017_03,P008_01,63,,
S1418,P017_04,P006_04,68,,
S1419,P017_05,P047_07,84,,
S1420,P017_06,P004_02,44,,
S1421,P018_01,P022_03,47,,
S1422,P018_02,P040_01,76,,
S1423,P018_03,P010_08,73,,
S1424,P018_04,P001_04,51,,
S1425,P018_05,P035_05,93,,
S1426,P018_06,P025_02,89,,
S1427,P018_07,P021_04,46,,
S1428,P018_08,P033_01,82,,
S1429,P019_01,P036_08,97,,
S1430,P019_02,P048_04,91,,
S1431,P019_03,P012_04,42,P002_05,18
S1432,P019_04,P035_03,64,,
S1433,P019_05,P026_05,56,,
S1434,P020_01,P016_01,96,,
S1435,P020_02,P011_03,42,P004_07,15
S1436,P020_03,P033_04,63,,
S1437,P020_04,P032_04,65,,
S1438,P020_05,P013_05,77,,
S1439,P021_01,P033_08,77,,
S1440,P021_02,P013_03,93,,
S1441,P021_03,P015_02,85,,
S1442,P021_04,P033_06,79,,
S1443,P021_05,P049_07,41,P046_03,29
S1444,P021_06,P001_05,66,,
S1445,P022_01,P024_02,94,,
S1446,P022_02,P035_03,65,,
S1447,P022_03,P042_04,65,,
S1448,P022_04,P049_01,52,,
S1449,P022_05,P041_04,82,,
S1450,P022_06,P034_03,45,,
S1451,P022_07,P015_05,61,,
S1452,P022_08,P045_02,50,,
S1453,P023_01,P030_05,63,,
S1454,P023_02,P046_05,57,,
S1455,P023_03,P032_03,44,,
S1456,P023_04,P048_02,51,,
S1457,P023_05,P040_04,85,,
S1458,P023_06,P049_06,45,,
S1459,P024_01,P034_02,42,P047_08,21
S1460,P024_02,P023_03,87,,
S1461,P024_03,P002_04,62,,
S1462,P024_04,P027_04,64,,
S1463,P024_05,P039_05,93,,
S1464,P024_06,P033_02,84,,
S1465,P024_07,P030_03,92,,
S1466,P025_01,P018_04,78,,
S1467,P025_02,P022_01,63,,
S1468,P025_03,P005_07,100,,
S1469,P025_04,P021_06,75,,
S1470,P025_05,P002_01,90,,
S1471,P025_06,P008_02,79,,
S1472,P025_07,P032_07,56,,
S1473,P026_01,P033_05,62,,
S1474,P026_02,P008_06,67,,
S1475,P026_03,P028_06,81,,
S1476,P026_04,P038_01,66,,
S1477,P026_05,P047_03,57,,
S1478,P027_01,P028_04,79,,
S1479,P027_02,P010_08,100,,
S1480,P027_03,P041_02,89,,
S1481,P027_04,P025_01,94,,
S1482,P027_05,P039_01,98,,
S1483,P027_06,P045_01,51,,
S1484,P027_07,P045_01,75,,
S1485,P027_08,P018_07,46,,
S1486,P028_01,P048_06,63,,
S1487,P028_02,P036_08,63,,
S1488,P028_03,P004_07,100,,
S1489,P028_04,P041_06,77,,
S1490,P028_05,P027_08,66,,
S1491,P028_06,P024_02,51,,
S1492,P028_07,P005_02,72,,
S1493,P029_01,P032_05,72,,
S1494,P029_02,P025_03,68,,
S1495,P029_03,P003_02,67,,
S1496,P029_04,P042_04,82,,
S1497,P029_05,P038_03,45,,
S1498,P029_06,P027_07,79,,
S1499,P029_07,P034_03,82,,
S1500,P029_08,P018_07,72,,
S1501,P030_01,P041_07,74,,
S1502,P030_02,P018_03,60,,
S1503,P030_03,P019_03,88,,
S1504,P030_04,P037_04,53,,
S1505,P030_05,P032_04,62,,
S1506,P031_01,P011_06,82,,
S1507,P031_02,P009_06,63,,
S1508,P031_03,P015_05,91,,
S1509,P031_04,P018_04,55,,
S1510,P031_05,P004_07,40,P044_07,18
S1511,P031_06,P022_06,79,,
S1512,P032_01,P027_04,42,P041_01,31
S1513,P032_02,P014_02,61,,
S1514,P032_03,P037_05,53,,
S1515,P032_04,P022_05,73,,
S1516,P032_05,P024_06,49,,
S1517,P032_06,P005_02,95,,
S1518,P032_07,P022_06,82,,
S1519,P033_01,P029_05,70,,
S1520,P033_02,P027_01,100,,
S1521,P033_03,P013_07,43,,
S1522,P033_04,P001_01,77,,
S1523,P033_05,P044_06,90,,
S1524,P033_06,P014_04,44,,
S1525,P033_07,P010_08,71,,
S1526,P033_08,P024_07,49,,
S1527,P034_01,P021_01,45,,
S1528,P034_02,P035_03,88,,
